word,word_vec_idf
orange,"[ 0.14770317 -0.63089557 -0.24816815 -0.75084189 -0.12973157 -0.04630986
 -0.46174199  0.21000781  0.05418612 -0.29948789 -0.30161975  1.24299198
 -0.43652787  0.26241286 -0.08289262  0.09019715  0.01064885 -0.25004806
 -0.03204577  0.49110354  0.45214861  0.033947    0.34962541 -0.72386414
 -0.51984492 -0.49664639  0.97218733  0.72806972 -0.21704296  0.47294395
  0.63845399  0.72275945  0.13260377  0.18343318 -0.67806786 -0.32755095
  0.36668031 -0.52550405  0.09017002  0.26454473  0.57692069 -0.17708605
 -0.59963471  0.30731764  0.16082575  0.17163429  0.47106404 -0.02625291
 -0.06913629  0.27939024 -0.67081953 -1.30601758  0.10246505  0.32222129
  0.55205542  0.75712119 -0.07002586  1.609963    0.21642278  0.27258766
  0.31210464 -0.52916697  0.30446869  0.55566021  0.38540194 -0.28194847
 -0.231559    0.18751279 -0.11262241 -0.09656755 -0.0555447   0.6190928
  0.98484284 -0.15944004 -0.26541685 -0.30902313  0.00595778  0.19593752
 -0.24091982  0.08676679  0.77442804  0.79535905 -0.12070798  0.09374767
  0.38162273  0.98484284  0.36772686  0.44645072 -0.53763628  0.69018072
 -0.52823671 -0.32853936  1.1547135   0.01320611 -0.02201051 -0.49959223
 -0.32204687  0.27522342  0.08912153  0.23417538]"
orange_blossom,"[-0.62673864 -0.39621947  0.40022442  0.54920136 -0.67036012 -0.57196824
 -1.48322071 -0.09206876  0.14164174  0.00236563  0.74344144  2.12821614
  0.48544688 -0.26149439 -0.44961881  0.48135173  0.61196362  0.81154364
 -0.14456247  1.06188911  0.9211566  -0.05686849 -0.10007866 -0.0872556
 -0.00666085  0.13062272  0.17453465  0.96946857  0.35847913  0.80618567
 -0.10374445 -0.23560653 -0.26068257  0.2815011  -0.81356416 -0.55082498
  0.2635149  -1.12788059  0.5024589   0.38840802 -0.31272889  0.68057094
 -0.41352014  0.25371901 -0.03954979 -0.84390797 -0.0588439   0.53184657
 -0.68322287 -0.75614183 -1.24658587 -1.05916502  0.87919483 -0.51613346
 -0.87908658 -0.12033793  0.08196077  0.50352328  0.11804862  0.59953384
  0.73584647 -1.02795528  0.35997648  0.16418131  0.72875663  0.58829472
 -0.60970858 -0.23860123  0.19014494  0.03734887 -0.72357906  0.28918627
  0.76032718 -0.82965612  0.35721631 -0.18783578 -0.88341626  1.74678973
  0.05702724  0.52692157  0.63913233  0.32842396  0.67539337  0.31375719
  0.14939186  1.31932443  0.4239294   0.94810884 -1.2813676  -0.18594154
 -0.22350148  0.46264392  1.36949455 -1.40479945 -0.29319122 -1.36918786
 -0.23477668 -0.46655867 -0.88197304  1.14866303]"
orange_marmalade,"[ 1.24441161 -0.94402461 -0.64637116 -0.34718009  0.36707428  1.34889404
 -2.29580407  1.01259121  0.34243434 -0.63059629 -0.44188628  1.54255861
 -0.12013012 -0.21982314  0.12701905  0.14903933 -0.46817774  0.44266459
 -0.46064149 -0.00586233 -0.11006344  0.29199651 -0.3432696  -0.64115084
 -0.69538527 -0.2767152   1.48298996  0.2083764   1.11331501 -0.8647516
  0.52827792 -0.43998798 -0.19897981 -0.53127723 -0.89037865 -1.60784115
 -0.21822857 -0.64415015 -0.11302858 -0.10769246  2.01276754  0.14573439
 -0.29632464  0.39129659 -0.24360884  1.03206777  1.31918565  0.01238109
 -0.12170381 -0.43738731  0.99586719 -1.20151003 -1.36204926  0.27318436
  0.13264372 -0.58942216 -0.04054769  0.46578588 -0.35464041  0.48209228
 -0.38440576 -1.57160261  0.48482583  0.15739565  1.06397819 -0.28130908
 -0.88711358  0.3295259   0.52683521 -0.13893658  1.13584783  0.27743655
  1.16227217 -0.11730925 -0.58437269  0.2830745   0.31350425  1.18824091
  0.07174625  0.37254138  0.32580524  0.97175877 -0.3072019  -0.17547696
 -0.01807296 -0.25748542  0.67909786 -0.31035307 -1.02952405 -0.34139028
 -0.55016532 -0.30424055  1.31512329 -0.24862036 -0.13228114 -2.02700479
 -0.29989344  0.71761437 -0.54376805 -0.26059863]"
orange_peel,"[-0.10971205 -0.40559793 -0.38719138  0.12881115  0.63419876  0.91021537
 -0.6162825   0.88588439  0.1447172   0.14008389 -0.3880494   1.14651794
 -0.19976321 -0.3396326   0.09161602 -0.14165488 -0.16526267 -0.62243164
  0.69906093  0.22218611  0.39658873  0.34377969 -0.47665009  0.17417585
 -0.07544645 -0.13204711  0.74827446 -0.33197171 -0.14175499 -0.16423509
  0.31168569 -0.26651711  0.02643312 -0.83806004 -1.49303512  0.21219632
  1.1286834  -0.03164252  0.25045989  0.68190054  0.11821257  0.06204092
  0.21048028  0.24847827  0.39552642  0.29033735  0.20302981 -1.01865265
  1.15895922  0.91569035 -0.72921417 -0.72420906 -0.03953426  0.15453947
 -0.96633391  0.17770599  0.22388172  0.88719185  0.53679315  0.64643575
  0.29497474 -0.52061336  0.57640504  0.10470081 -0.08224114  0.19158547
  0.18487862  0.0089138   0.43438243  0.23086845  0.02640861 -0.12410431
  1.10882638 -0.50292182 -0.25430055 -0.64600674  0.47691567  0.15046184
  0.71791692  0.10546282  0.79795786  0.26388176  0.07285809 -0.45889727
  0.55139991  1.09875487  0.6678658   1.39019539 -0.23642515 -0.07304399
 -0.61499548 -0.08393675  1.76155427  0.52224769 -0.28502581 -0.34069491
 -0.36614948 -0.25027603 -0.127042    0.75871369]"
oregano,"[-1.62681176 -0.11250943  0.10341151 -0.04274201 -1.01657211  1.1623231
 -0.03649783 -0.29006009  0.2744997  -0.05553277 -1.31774676  0.34771564
  0.40671295  0.23663008 -0.94077278 -0.09185036  0.03859257 -0.55967339
 -0.00574693 -0.24500105  0.44484292  0.05730109 -1.05662459  0.92901738
  0.41604518 -0.97896282  0.19998005 -0.19659962 -0.44610457  0.40046477
  1.16192257  0.53482082  0.28319109  0.0391513   0.67935021 -0.93925079
 -0.41702647 -1.51300262 -0.21442098  1.1289794  -0.60957879  0.4195698
  0.58887165  0.37395002  1.02586428 -0.70806785 -0.48231202 -1.28308134
 -0.16348423  0.21271874  0.28214973  0.43436919  0.69675302  1.68524833
 -1.12293148 -0.62938474  0.5243471   1.08267873  1.10180379  0.14680838
 -1.06667776 -0.46438853 -0.11078117  1.05107732 -0.04146433 -0.01197309
  0.30423867 -0.43298738 -0.69979701 -0.30071405 -1.00731998  0.74229269
  0.19901278 -0.38145986  0.13204703 -0.27580141  0.69214698 -1.31454256
  0.92943793 -1.12463371  1.17664186 -0.48896073  1.13835169 -0.66831575
  1.05440168 -0.10745681 -0.86797739  1.50849672 -1.30356818 -0.73426217
  0.14374837 -2.0619019   1.98249785 -0.0460924  -0.06091582 -0.41336167
  0.27764382 -0.06567806 -0.1937599   0.83767769]"
overripe,"[ 0.53273888  0.12270272  0.71725855  0.23307423  0.15862597  0.49895642
 -0.71651608  0.28346949  0.41672768 -0.26394867 -1.03304103  0.34575977
  0.92272211  0.68972523 -0.22479876  1.03086002  0.96331056 -1.23233279
  0.49423863 -1.36583848 -0.34514104 -0.10655087 -0.20784566 -0.15205819
 -1.05270106  0.57000167 -0.21876618  0.67953171  0.22034393 -0.08539352
  1.0517111   0.25316737 -0.6814343   0.04736505 -0.34062434 -1.07859476
 -0.16144118 -0.29077046 -1.24133526  0.48330264  0.79057763  0.75730562
 -0.26951721  0.15882706  1.61410244 -0.10407132  0.43052528 -0.68930759
 -0.32626989 -0.770964   -0.48631893  0.50014747 -0.09241607 -0.15427323
 -0.30230971 -1.00730201 -0.21067633  1.01393785 -1.25749949  0.16428732
  0.81006751 -0.35944909 -0.61153368 -0.13191556  0.59323485 -0.00635649
  0.33077112  0.12894258  0.30492383 -1.37357256 -0.31055424 -0.30662532
 -0.05996232 -0.49694556  0.06910555  0.32387232 -0.10926708 -0.80041538
  0.42073394 -0.86872277 -0.38721443  0.82389604 -0.03363861 -0.27992728
  0.34716737  0.46436961 -0.21757513  0.12353336  0.38823533 -0.35706699
  0.66342936 -0.28402634  0.41538195  0.89551362 -1.10117827 -0.68189834
  0.5557555   0.76827254  0.02434534  0.01611937]"
oxidized,"[-0.12760979  0.07007621 -0.06364595  0.86308405 -0.40379797 -0.21178923
 -0.81647469  0.93459563  0.07551424 -1.12111337 -1.02543813  1.59836564
 -0.81841741 -1.41640769  1.11498013  0.25973121 -0.73768993 -0.73436642
 -0.35630555 -0.22569336  0.12014555 -0.8096029   0.43144569 -0.67536215
 -0.87109579  0.96266079  0.5500483   0.92350122 -0.46490553 -0.60073579
  0.70254425  0.52511398 -0.74912151  0.77299616  1.33775138 -0.9453047
  0.06981129 -0.10668776 -0.76642943 -0.61154119  1.03012636 -0.20658722
 -1.23936275  0.41304599 -0.45684563  0.61404587  0.79764149  1.04956968
 -0.05711614 -0.51329707  0.1139786  -0.70439064 -0.57427618  0.27875707
 -0.32080665  0.41272488 -0.01779762  0.10730911  0.78243685 -0.19867181
  0.98867084  0.43245719  0.29959722  0.77145483  0.16354219 -0.4540359
  1.22435078  1.07660728  0.21784218  0.11264278 -1.05915486  0.44523744
  0.37493003 -0.7035397  -0.5356625  -0.78619385 -0.59227449 -1.02601613
 -0.06883511 -0.70090658  0.72431563  0.16291603  1.15831416 -0.35153704
  0.12204172 -0.49740204  0.32101538  1.2403582  -0.16331742  0.95928912
  0.31456103  0.35612894  1.29576602  0.10477715 -0.85117081 -0.67486442
  0.21959224 -0.59078132 -0.21190162  1.80657447]"
pale,"[ 1.83176199e+00  4.35935264e-01 -5.52555282e-01  5.70684506e-01
  5.87609234e-02 -6.24871430e-01 -1.79006786e-01  9.46302266e-01
 -2.82500876e-01  1.22171514e-01 -2.36560124e-01  8.48985085e-01
 -1.34148538e+00 -7.43066559e-01  4.05097052e-01  1.31191344e-01
  1.02630866e+00 -1.20591770e+00  8.85552379e-01  2.41702400e-01
  8.94848625e-01 -1.08329064e+00 -3.07857082e-01 -4.37016223e-01
 -9.50023853e-01 -3.25569365e-01  5.80691097e-01  3.92279969e-01
 -5.20666996e-01  1.89445761e-01 -6.11745501e-01  8.62095572e-01
  1.02785289e-01  8.52861094e-01  3.43575051e-04  8.95667065e-01
 -6.62179952e-01 -7.44842420e-02 -4.84176913e-02  1.93815923e-01
  9.10723278e-02 -7.87493968e-03  1.28762275e+00  9.40974683e-01
  2.82917817e-01 -7.96713003e-02  7.99739688e-01 -7.59419923e-02
  9.53235845e-02  1.85137367e-01 -2.04038705e+00  4.01776964e-01
  1.56136785e-01  2.19172129e-01  7.73781233e-02 -9.86884550e-01
  4.81752477e-01  4.70294313e-01  5.64785560e-01  6.37595860e-01
  9.49900315e-01 -1.29523578e-01  5.33020811e-01  7.21462824e-01
 -1.00887434e+00 -8.52027212e-02  4.14007242e-01 -1.14794742e+00
 -3.76034701e-01 -3.93530792e-01  2.02201075e-01 -1.75485949e-01
  1.01929787e+00  2.24576923e-02  5.63287659e-01 -1.76474254e+00
 -5.72630232e-01  1.15085057e+00  1.24856925e-01  4.68997163e-01
  7.18235390e-01  3.77702466e-01  1.20003419e+00  5.54995161e-01
 -5.57450482e-01  6.37997359e-02  1.14573918e+00 -8.28709385e-02
  9.39739302e-02  5.54223047e-01  1.11476198e+00  8.15923186e-01
  4.39162698e-01  7.58184541e-01 -7.96033543e-01 -9.36280234e-01
 -9.88614084e-01  1.25812801e-01 -3.13076569e-01  5.48864580e-01]"
pale_color,"[ 1.71304536  0.26275641  0.22043785 -0.98925147 -0.41236319 -1.16752966
 -0.96404042 -0.10905724  1.15052808  0.50738133 -0.23613297  0.24520753
 -0.30214427  0.33973134 -0.0043392   0.45035632  0.4772799  -1.75912439
  0.37214555  0.12623006  0.87117616  0.23502071 -0.44760217 -0.35247811
  0.10185408 -0.86824547  0.1463636   0.26159119 -0.06114387 -0.6837881
 -1.5492088   0.80350531 -0.45999584  0.16518715 -0.90565599  0.33395822
 -0.27454981  0.50100795 -0.85602835  0.90434954 -0.05169149  0.01099823
  0.6767968   0.72081022  1.0741181   0.84218698  1.33186055 -0.01441161
 -0.79902099  0.82326103 -0.29840145 -0.79119992  0.31891633 -0.20947422
 -0.46158478 -0.67732645  0.94260749  0.3125606   0.17732482  0.70283764
  0.71187689  0.64491223 -0.03967563  0.04308478 -1.73024114  1.35115724
 -0.90805704  0.46050783 -0.89195587 -0.96661802  1.36039071 -0.07010545
  1.92031273  1.04392839 -0.68475912  0.95231763 -1.13301452  0.76296989
 -0.02533817  0.95768469  1.2296569   0.12589992  0.82543257  1.39195749
 -0.37903093 -0.21196354  0.02646631 -0.40272367  0.21906077  0.38618112
 -0.14287854 -0.71168269  0.97194977 -0.27308446 -1.72211993 -0.91831448
 -0.44121114 -0.25484706 -1.09041349  0.9069801 ]"
papaya,"[-2.62710478e-01  2.00233853e-01  2.92575118e-01 -1.96197632e-01
 -4.85618393e-01  2.50550939e-01 -1.02876141e+00 -2.03676511e-01
 -2.08255417e-01 -9.62350317e-01 -5.25081777e-01  2.06033800e+00
  5.42583372e-01  1.45446397e-01  3.59172759e-01 -6.54342590e-01
  3.75436354e-01  1.01248086e+00 -1.23684724e+00  7.91167078e-01
  1.00323825e+00  9.29517867e-02  2.65661328e-02 -3.70077338e-01
 -1.17598171e-01 -4.91994943e-01  1.64864349e-01  9.00738596e-01
 -8.91818210e-01 -4.71830799e-02  6.02753586e-01  1.00311954e+00
 -7.35660565e-01  5.16280103e-01  8.01647684e-01 -4.27059276e-01
 -7.68340385e-02  3.72994271e-01 -2.46243376e-02 -1.91856151e-01
  2.83129005e-01  1.53350945e-01  4.03062418e-01 -5.34578767e-02
  7.23908040e-01 -8.19556293e-01  7.10391789e-01  2.83773444e-01
  5.76925165e-04  6.39164366e-01 -4.88297901e-02 -1.09045792e+00
 -2.66339684e-01  8.43400521e-01  8.81948124e-01  7.42274540e-01
  3.69517694e-01  9.08115722e-01 -2.89692104e-01  7.16751380e-01
  7.55909503e-01 -9.80716817e-01  1.34923394e+00  4.40626404e-01
  6.95790167e-02  4.57263095e-01  1.66455095e-01  4.99524699e-01
  1.19550141e+00 -5.69073190e-01 -2.11579363e-01  6.06874601e-01
  1.83291901e+00  1.26813643e-01 -4.05623214e-01 -4.24413686e-02
  4.28941715e-01  2.95644681e-01 -1.05321616e-01 -5.11378978e-01
  7.23891081e-01 -5.20418077e-01 -5.63120613e-01  7.13834447e-01
  7.28130809e-01  7.51856324e-01 -4.65471208e-01 -5.80113441e-01
 -6.95891920e-01  4.59925644e-01  1.05216471e-01  2.20906764e-01
  1.61358943e+00 -3.56035360e-01  2.52552090e-01 -4.80598556e-02
 -4.65233783e-01 -4.52853779e-01 -2.26740629e-01 -6.99487209e-01]"
passion_fruit,"[ 3.34250720e-01 -2.23512617e-02  1.49771518e-01  2.20375886e-01
 -4.81184400e-01 -6.79192601e-01 -3.34809091e-02 -2.91913062e-01
  3.24774836e-01 -2.05250602e-01 -7.73737945e-01  1.06238289e-01
  5.10170422e-01 -1.08790373e-01  1.51187153e-04 -3.10027273e-01
  1.48423217e+00 -2.10390899e-02 -6.66826326e-01 -8.87727738e-01
  1.30212112e+00  5.11369278e-01  5.69439859e-01 -4.09236657e-01
  8.69383609e-02 -2.63764595e-01  1.16444982e-01  9.10046154e-01
  2.96823442e-01  6.61275462e-01  1.15745376e-01 -6.35064871e-01
  6.52423640e-02  4.03587257e-01  5.00021209e-02  5.97128490e-02
  8.66427527e-01 -1.40093636e+00  1.27062242e-01 -5.80393784e-01
  4.52559676e-01  1.24630044e+00  2.87692434e-01 -9.00422466e-02
  4.30980280e-01 -7.78599057e-01 -4.84485357e-01  6.33668944e-01
 -1.38673074e-01 -3.82943953e-01 -8.54751005e-01 -9.21032924e-01
  6.05044220e-01  1.42233510e+00  4.32786774e-01  3.71201740e-01
  2.71713170e-01  8.43189441e-01 -6.32355130e-03  7.64886123e-01
 -1.14672976e-01 -1.20841333e+00  1.16188789e+00  1.46442642e-01
  3.46633417e-01 -5.24688068e-01 -4.22112035e-01 -2.46799971e-01
  3.36566317e-01 -5.42391712e-01 -1.33445736e-01  6.73592469e-01
  9.95821790e-01 -2.51398320e-01 -2.71975933e-01 -1.33853019e+00
  7.00295739e-01  2.34614346e-01 -8.75739185e-02 -2.37389778e-01
  3.43348882e-01  6.15636846e-01 -5.09891237e-01  4.45875647e-01
 -1.08785446e-01  7.80914655e-02  2.41396911e-02  6.01759685e-01
 -7.37575213e-01  2.08370910e-01 -7.16734838e-01  7.94233445e-01
  1.17786715e+00 -9.51513410e-01  3.60231393e-01 -7.54983250e-01
 -8.30067723e-01 -7.45868665e-02 -1.02994811e-01 -2.90500711e-01]"
pastry,"[-6.57610315e-01 -1.78584600e-02  3.75952967e-01  2.59387320e-01
  8.01502853e-01  8.23177955e-01 -1.50944383e+00  1.47979673e-01
 -5.98752397e-01 -2.93436863e-01  7.71240999e-01  1.09539583e+00
 -4.29754022e-01  5.05289672e-01  5.33052841e-01 -5.11754524e-01
  1.40267461e-01 -1.82388154e-01  7.33225288e-01  1.16795685e+00
 -1.88107367e-02 -1.12690702e+00  6.24453159e-01  8.45943754e-01
  3.97132299e-01 -5.66904076e-01  4.34691900e-01  7.15218890e-01
 -4.61166065e-01 -6.47456927e-01 -4.80620114e-01  9.07280526e-02
 -1.60653559e+00  1.04506517e-01 -9.36531007e-01 -6.89022357e-04
 -1.10261425e+00 -2.33825374e-01  2.04852524e-01  8.35512734e-01
 -2.28768511e-02 -8.55482385e-01 -5.78643930e-01  1.09317477e+00
  1.39456380e-01 -8.42532850e-01 -7.45659222e-01  6.62905148e-01
  2.81439208e-01 -8.88619710e-02 -5.32477747e-01 -8.79695835e-01
 -5.72337725e-01 -1.54051874e-01  2.55401322e-01 -1.02642418e+00
  1.50081741e+00  1.04395464e+00 -1.28319383e+00  3.80633044e-01
 -7.27414854e-01  1.37530806e-02 -6.57372345e-01  3.55765177e-01
  2.56670496e-01 -8.52289621e-01  9.95250109e-02  9.65384872e-02
 -9.25624048e-01 -8.76939348e-01  4.11509654e-01  6.18622894e-01
  2.92028874e-01  8.44773734e-02 -3.35101448e-01  5.33826244e-01
  2.46675755e+00 -5.51693826e-01 -4.12283057e-01 -1.12165185e+00
  1.74495482e-01  4.39451301e-01  2.66149635e-01 -9.50134960e-01
  7.13037498e-01  3.57192998e-01  1.88325506e-01  7.32987318e-01
 -4.04846494e-01  8.09296371e-02 -3.56538580e-01 -8.24248820e-02
  1.16335610e+00 -4.01614068e-02 -2.96213180e-02 -7.57736200e-01
 -6.18920356e-01 -2.48182898e-01 -7.44290894e-01  1.41219341e+00]"
pea,"[-0.48973269  0.61857     0.66099868  0.20221126 -2.34468802 -0.97942346
 -0.18317914  0.03561368  0.50061238  0.12917061  0.02622864  0.41426665
 -0.15163224 -0.09697596 -0.39020137 -1.29145458  0.50476301 -1.22422691
 -1.01694685 -0.35896681  0.40185668  1.6757654   0.07234888 -1.71207295
  0.56945418  0.20776011  0.70975813  0.30811108  1.21378745 -0.07275555
 -0.38454141 -0.75923031 -1.93564111 -1.57994449 -1.11955971 -0.54790443
  1.17651561 -0.75725981 -1.32405172  1.14148678  1.12719016  0.80721414
 -0.54199293 -0.11452391  0.86827875 -1.43056365 -1.8740105   1.46603269
 -0.21312868 -0.70024102  0.11257857 -0.22874596  0.56939129  0.60423145
  0.33506923 -0.45485061  0.29224225 -1.19202807  0.11986523 -0.32630678
 -0.63030916 -0.58983001  0.50419702 -0.07663786  0.33945045 -0.14122841
 -1.31023724 -1.12639358 -0.43522944 -1.79313606 -0.34393649  1.8799849
  0.26624839 -0.49587479  0.03877906  0.12626098  1.27973638  0.16686171
  0.57148757 -1.26581709  1.44783699  0.68443508 -0.56035633  1.68796575
  0.43097399  1.33004708  0.24008683  1.18114838 -0.85987267 -0.48002692
 -0.80553712 -0.42514634  0.94934185  0.30576325 -0.56490525  1.07994003
 -1.04509988  0.01859441 -0.92544427  0.6543954 ]"
peach,"[ 0.41032084  0.22114318  0.376194   -0.03879246 -0.01956773 -0.31411103
 -0.84576305  0.63328078 -0.41531692 -0.10980573 -0.12639617  0.87346859
  0.09238523  0.19644469 -0.0526374  -0.05343145  0.26881739  0.01200782
 -0.5225839   0.60389944  0.59973342  0.15743139 -0.13572115  0.14395763
 -0.38413448 -0.4383866   0.27060283  0.59797931 -0.32259967  0.24184795
  0.41567714  0.12429437 -0.04085511  0.36889565 -0.32798729 -0.05735157
  0.8183864  -0.24794035 -0.5691148   0.04804853  0.42394652  0.52830042
  0.06835705 -0.13190439 -0.03464054 -0.37844928  0.01090446  0.3280656
  0.04628032 -0.18212989 -0.34208282 -0.63127608 -0.29531699  0.19760365
  0.04941579  0.17912285 -0.30992935  0.79952971 -0.09832884  0.33724336
  0.27545795 -1.14978794  0.40980401  0.38498021  0.36765837  0.25660127
 -0.23116667 -0.20465142  0.14056061 -0.36374295 -0.30327313  0.29210634
  0.78869182  0.28703195 -0.14438363 -0.10187308  0.29963962  0.20988242
 -0.30642113 -0.45251346  0.37503503  0.07828813  0.14432882 -0.09896784
  0.05870944  0.10597175  0.34725118  0.41469045 -0.54866062  0.3156772
 -0.26892703  0.36623316  0.78292831 -0.4690992   0.16692238 -0.42958473
 -0.01852309  0.26941254  0.07031006  0.02723726]"
peach_pit,"[ 1.19287499  0.15632152  0.89583936  0.46598292 -1.22265256  0.40401286
 -1.33017509  0.405863   -1.11378623 -0.18582644 -0.06144618  0.36005735
 -1.17075117 -0.25183371 -0.32381402 -1.05390002  0.37966887 -0.45495996
 -0.39815083  0.56071025  0.41805447  0.07888037  1.74063424  0.62550422
 -0.37146981 -0.72163377 -0.03108825 -0.46645032  0.03490344  0.73639596
 -0.18935729  0.80798677  0.06077234 -0.74909379  1.4223317   0.66560364
  1.810297   -0.66250708 -1.04694737  0.65017929  0.2125133   0.23746102
  0.22982674 -0.40597985  1.20232046 -0.25915638  0.19373726  0.44485234
  0.32270393 -0.79149128 -0.15387349 -0.78631088  0.69267416  0.17812205
 -0.38794583  0.39466477 -0.81832809  1.61424024 -0.38837428 -0.1125744
  1.7974239  -1.96076234  1.49647376  0.60053702  1.28483685 -1.37438378
  0.36393291 -0.32866334  0.87133957 -1.03779403 -0.40794685  0.97784939
  1.31457546 -0.19599833  0.59407126  0.65543759  0.56343678 -0.93443919
  0.23122896  0.04622632  1.22171775  0.16449526  1.12301747 -0.1486892
  0.05799517  1.03239941  1.10967697  0.03295397 -0.60223136  0.68796116
  0.3774487   0.58966987  1.48543132  0.54894724 -0.72848903  1.51659163
 -1.27876059  0.76851055 -0.19116459  0.2230299 ]"
peanut,"[ 0.82496709 -0.12150967  1.42903058  0.12771606 -1.28028427  1.27948382
 -1.84463782 -0.11976236  0.63159103  0.0533878   0.3771663   1.48687746
 -0.00723408  0.04892288 -0.18365553  0.14360784  0.69457247  0.18149823
  1.29203716 -0.57370511 -0.49639373 -0.03029786 -0.0165954  -0.28505643
 -0.27650532 -0.05856923  0.61298554 -1.03329784 -0.24925111 -0.55904328
  0.92514    -0.65997758 -1.13388072 -0.79687339  0.9134652  -0.91326997
 -0.64574526  1.02177922 -0.43708262  0.12574032  1.97573528  0.10110806
 -0.08839658  0.27656389  0.67971541  0.30860126 -1.31817856  0.04693152
 -0.82855934 -1.21019643 -0.89751484 -1.98373974  0.3026272   0.00224554
 -0.42618875 -1.56655113  0.05819829  0.10834136  0.88927611  0.61525021
  0.47892057 -0.70363118  0.24216423 -0.68783701  0.42794582  0.29940589
  0.61327838 -0.30030395 -0.46527394 -1.22364783 -1.16865132 -0.29774643
  1.78235921 -0.40652901  0.07261608  1.29311093  1.28049902 -0.96443995
  1.03388353  0.15246546 -1.17318068  1.25898459  1.71461414  0.57690689
  0.80558068  0.372676    0.26857895 -0.98669625 -0.09670756 -0.86539938
 -0.0333786  -0.02990154  0.36213353 -0.12419214 -2.12293927  0.57821494
 -1.54905846 -1.1338612  -0.05761845 -0.4459461 ]"
