,word,vector
362,murky,"[-0.00557981  0.22978383 -0.02683453  0.10379661  0.06777992  0.06859983
 -0.07141558 -0.04573858 -0.05626661  0.06984464 -0.24365584  0.05499424
 -0.05649398  0.07005823  0.1070602   0.12603316  0.10078335  0.11519738
  0.02486626 -0.08087564  0.04861863 -0.07183128  0.1205923  -0.06852404
  0.07797492  0.05486333 -0.06833342 -0.08755212 -0.08198724 -0.1090055
 -0.04114061  0.05089695  0.01713331  0.00189206  0.06642487  0.03448939
 -0.00271652 -0.04688463  0.08003046  0.06749972  0.10576487 -0.04286083
  0.13664846  0.16362768  0.13577802 -0.14129926  0.04267709  0.11177761
 -0.07720323 -0.07481008  0.10556965 -0.0211803   0.07595383  0.10916627
 -0.03345359 -0.05263784  0.13465723  0.01358768 -0.14160242  0.10612545
  0.02204455  0.0908961  -0.11467143 -0.07826201  0.10457059 -0.18464469
 -0.04239001 -0.04000604 -0.20113952 -0.18351012 -0.04694205  0.00241474
  0.14171266 -0.11438435  0.12508003 -0.13781059  0.13151077 -0.09372333
 -0.06908903 -0.0562      0.11084515 -0.02475602  0.22804754  0.01668017
  0.11465995  0.02289409  0.10660776 -0.08323434  0.02070834 -0.01734208
 -0.03261989 -0.06899486  0.08350765 -0.0122115  -0.1627802   0.02333437
 -0.18209996  0.02427831 -0.13556902  0.20598324]"
243,muscular,"[ 0.08634739  0.04580531 -0.13155882 -0.04106241 -0.03953139  0.04693587
 -0.09290735  0.13497501  0.12502065  0.11385401  0.06123811 -0.03645845
  0.04804191  0.04313828 -0.13075789 -0.0388013   0.09522023 -0.0462875
 -0.166301   -0.13956535 -0.07536327  0.05550631 -0.03795406  0.04810184
  0.08554102  0.05227537  0.13173317 -0.0675992  -0.04298028 -0.1466865
 -0.10315048 -0.08902804 -0.04654903  0.16394182  0.02091314  0.01869725
 -0.09535917  0.1246556   0.16050111 -0.15585901  0.00964679  0.08400183
  0.04992163 -0.03151397  0.06795063 -0.07333099  0.03711772  0.04260161
  0.17233791 -0.05702099 -0.0761533  -0.08494441 -0.07974657 -0.01388734
  0.06521277 -0.17644061  0.00765102  0.00336797  0.04981538  0.13892243
 -0.00479275  0.02548305 -0.01205856 -0.04405635  0.18072039 -0.07319751
  0.04803646  0.04794928  0.02673892  0.0089957  -0.05203019 -0.18263008
 -0.01572484 -0.04756517 -0.01736728  0.13559341 -0.02799425 -0.25751116
 -0.09392622 -0.10923098  0.12046845 -0.04512697  0.18967223  0.11749086
  0.05682757  0.10086757  0.06770272  0.09343586  0.03395488 -0.06640598
  0.12094247 -0.08543205  0.16241624  0.10122172 -0.08623025 -0.26373332
 -0.02749027 -0.12031045  0.16643449 -0.18212882]"
160,mushroom,"[ 0.00475428  0.15698806  0.05536863 -0.04799429 -0.00684761 -0.05242401
  0.1120605   0.01027638 -0.04771317 -0.14401978 -0.00274773  0.04247986
 -0.01441277  0.04034735  0.12222329 -0.02682251  0.14942347 -0.15380207
 -0.08796397 -0.09205862 -0.02126293 -0.03606529  0.2245015   0.1349417
  0.08481206 -0.03503736  0.19451856 -0.03264077 -0.01760955  0.06454326
 -0.04784663 -0.14187875  0.09982766  0.10765066 -0.25835193 -0.03187409
 -0.00134845  0.05338094  0.09717551  0.03248744 -0.0323483  -0.02900045
 -0.15557112  0.05440034  0.08944054 -0.12305813  0.05497109 -0.12764118
  0.11939509  0.1977869  -0.14559857 -0.20474382 -0.05211165  0.1020908
 -0.14859147 -0.14724552  0.08798101  0.07184945 -0.01251935 -0.1165754
  0.00152945 -0.00058004 -0.04663414 -0.08195546 -0.01853638 -0.00048752
  0.01858721  0.10663126  0.00084437 -0.01474869  0.02121153  0.09996112
  0.03007949  0.08850065  0.06071269 -0.05773115  0.0555532  -0.20267946
  0.05265969 -0.00796781  0.01668925 -0.06240791  0.24371398  0.0086175
 -0.01398882 -0.03069567  0.15421949  0.07086129 -0.04282344  0.00856043
 -0.07767624  0.03597442  0.14166294 -0.17272208 -0.16236903 -0.01813458
 -0.22895961 -0.06679787 -0.01879052  0.01285555]"
386,musky,"[-0.02095712  0.06913131  0.03506653  0.00980084  0.01248999 -0.08424452
 -0.11245466 -0.1932927   0.16806483 -0.01195027 -0.07163314  0.1030402
  0.0426308   0.00692054  0.0094579   0.01859329  0.02634462 -0.00900659
 -0.05984463  0.07623304 -0.04967631 -0.024244    0.05562806 -0.06215225
 -0.05769035 -0.05003408  0.10416462  0.06610049 -0.06322556 -0.00892277
  0.20481799  0.00420942  0.0400702   0.00523289 -0.16383293 -0.08350087
  0.00485314 -0.09898719  0.001699    0.01733573  0.1016909   0.03413378
  0.06631771 -0.11533981  0.08699935  0.10103925  0.01975093  0.15106311
  0.03545497  0.04348434 -0.13262008 -0.24521785 -0.08568582  0.16787828
 -0.01561332 -0.07994106  0.06979574  0.10790587 -0.12472104  0.2221826
  0.11902484 -0.1154727  -0.11001416  0.15389204  0.15188342 -0.06094094
 -0.13367551 -0.0894194   0.03756836  0.02502598 -0.12603457  0.03140962
 -0.00081781 -0.0349132   0.16797794 -0.01817981  0.04847778  0.07468185
  0.21038642  0.07831577 -0.03309113 -0.01037813  0.11738677 -0.04365045
  0.04319046  0.03205616 -0.06173059  0.07771012 -0.03447877  0.0860487
 -0.20661706  0.0561085   0.15707619 -0.06418387 -0.04289402  0.07039373
 -0.00777178  0.19394435 -0.31079957 -0.07345266]"
585,mustard,"[-1.21558729e-01  5.96110013e-02 -1.53306779e-02  5.58624488e-03
 -1.80162387e-01 -3.99330331e-02 -1.95512130e-01  1.11060206e-02
  2.08543180e-01 -1.08406591e-01 -2.35316347e-01  1.51145242e-01
 -1.40309220e-01  1.17354167e-01 -3.25956603e-02 -2.71235466e-02
 -6.31379898e-02 -2.97153293e-02  6.78990379e-02 -3.86912446e-02
  4.80716429e-02 -2.34826845e-02 -1.87203483e-02 -1.75553342e-01
  1.08440084e-01  8.23084220e-02  1.81767438e-02  2.88161919e-02
  2.02496546e-04  2.16194865e-02 -6.34729120e-02 -1.05536566e-02
 -4.86023658e-02 -8.37047900e-02 -6.96483624e-02  4.34857849e-02
  1.72206697e-01  7.70552959e-02  2.79866154e-02  4.44647883e-02
  1.32492651e-01  5.45588285e-02 -9.88149345e-02  2.18232738e-02
  1.50926254e-01 -4.70823342e-02 -1.00955860e-01  1.32593128e-03
 -1.07479114e-01  5.77122500e-02  3.88767400e-02 -1.04603936e-01
  8.10202597e-02  4.04946719e-02  5.59397385e-02  2.61703065e-02
  1.41873049e-01  4.82854778e-02  2.56073795e-01  6.42664200e-02
  3.08901333e-02  2.21625757e-02  2.53087835e-02 -2.78835624e-02
  6.62759533e-02 -1.08937314e-01  2.11583244e-02  9.24797520e-02
 -1.69800409e-02 -2.26811899e-01 -1.26595444e-02  4.68865335e-02
 -5.05758305e-02 -1.09019757e-01  1.14685095e-01 -5.51436542e-02
 -7.07433004e-03 -1.33904477e-01  1.69125412e-01 -3.17403205e-02
  1.10694368e-01  1.04938858e-02  3.51487981e-02  6.94680196e-02
 -7.84078664e-02  3.49014709e-02  3.59886800e-02  8.26922944e-02
 -1.20716271e-01  2.02818587e-02 -1.54893795e-02 -9.64704790e-02
  1.99860966e-01  3.06402298e-03 -2.11348798e-01  1.79884144e-01
 -1.82916478e-01 -8.85611621e-02 -2.04173734e-01  1.29182074e-02]"
546,nectar,"[ 0.06000001 -0.04637434 -0.0043302  -0.06074204 -0.13545652  0.14221722
 -0.08017542  0.20243063  0.04898356  0.05910521  0.14198443  0.02987755
 -0.06855031 -0.01451271  0.19908665 -0.02182218  0.05307927  0.01502195
 -0.13012895  0.2551025   0.11875604 -0.05066646 -0.07446229 -0.1829924
 -0.00494928 -0.04134746 -0.00858401  0.26618443  0.07950129  0.10779051
  0.18840484 -0.06107426  0.06841936 -0.08014632 -0.00767708 -0.00441167
 -0.07899933 -0.05472822  0.03194359  0.04127714 -0.01726768 -0.0271495
 -0.09874552 -0.00344922 -0.04414098 -0.1665926   0.07114741 -0.06190601
  0.0494443  -0.02051829 -0.05457545 -0.04853737 -0.10433741 -0.08305138
 -0.01136613 -0.32287926  0.04467931  0.16004045 -0.06237887  0.07073032
 -0.01292899 -0.19408887 -0.04085035 -0.08904581  0.17488829  0.00870355
 -0.15585745  0.02431476 -0.02202054 -0.05853535  0.05479854 -0.10995112
 -0.01080015 -0.06768704 -0.07141658 -0.06786648  0.06634848  0.18434308
 -0.00665934  0.06529606  0.0757475   0.17410261  0.06455888  0.02139393
  0.1308637   0.01980803  0.02220944  0.02690458 -0.06393567 -0.04927213
  0.00540977 -0.04512792  0.05693975  0.01358445  0.03359981 -0.20183652
  0.02520471 -0.02126517 -0.11704161  0.12432367]"
143,nectarine,"[ 0.01328803  0.08187971 -0.02076252  0.06634275 -0.0471024  -0.04070028
 -0.11498772  0.02994311 -0.14061783  0.01963326  0.03603548  0.16145949
  0.01241411  0.08915667  0.04791541 -0.04794633  0.11714855 -0.11007871
 -0.21848501  0.03523792  0.08118417  0.10335509  0.07466767  0.0297295
  0.03912062 -0.0128945   0.06063309  0.13099765 -0.02338983  0.07915626
  0.04519196  0.0385209   0.00198379  0.04134018 -0.00234189 -0.03016012
  0.29923639 -0.06925477  0.04502194 -0.01855718  0.11407269 -0.04753827
  0.10363949 -0.10494403  0.09913544 -0.25230093  0.03587164  0.08055354
  0.00247559  0.05602394 -0.13430227 -0.17505201 -0.00131211  0.09296208
 -0.04134327  0.07901097 -0.08463098  0.20811982 -0.05476886 -0.0491303
 -0.04636666 -0.22901403  0.14709723  0.07165673  0.14095169 -0.00991911
 -0.04704984  0.01977361  0.16962674 -0.14160396  0.01665756  0.08358921
  0.16253217 -0.01048513 -0.02905374 -0.18796444  0.10745418  0.00484255
 -0.05250293  0.00710168  0.14808954  0.1160264   0.03234136 -0.02301455
 -0.03325948  0.08540691  0.01486614  0.14518679 -0.07381756  0.1514498
 -0.03954413  0.09157408  0.13054322 -0.08339755  0.123325   -0.116453
 -0.18078022 -0.00617769  0.09129277 -0.02787781]"
401,nervy,"[ 0.01912541 -0.02485681  0.07013177 -0.06475213  0.03564237  0.18136718
  0.10353454 -0.05805627 -0.06534647  0.1008868   0.03031629  0.06486181
 -0.23494935  0.0277859  -0.1042156   0.08408211 -0.06967263 -0.1197806
 -0.07576395  0.04012923 -0.01296548  0.20610232  0.02315262 -0.15641268
  0.07539408  0.00302551  0.00371473  0.10569507 -0.09056881 -0.06563981
  0.1478879   0.12130343  0.10852136 -0.11610999  0.03678258  0.18657592
  0.00672213 -0.03898647 -0.01490995  0.07366974  0.15841761  0.06377517
  0.01026622  0.02376124 -0.10934526 -0.14495447  0.06549696 -0.02848737
  0.00231072 -0.13013176 -0.12452764 -0.03694073  0.00500519  0.07247596
 -0.04087662 -0.13608533  0.06433125 -0.08289089  0.01079117  0.02120635
  0.09957059 -0.03066575  0.16260858 -0.02582943  0.02434588 -0.0525797
 -0.1261474  -0.03079584 -0.03888189 -0.10251166 -0.23432695 -0.01438857
 -0.0923059   0.08650283 -0.07941925  0.1453626  -0.03701215 -0.12803755
 -0.10559558  0.04785816  0.03013774  0.06074737  0.05914036  0.10397838
  0.04891675  0.07507268 -0.03310177  0.03424453 -0.1278743   0.04762604
 -0.04562876  0.00831179  0.33415517 -0.00301122  0.08162824 -0.24383634
 -0.12507862 -0.05775018 -0.0799039   0.1658634 ]"
410,nettle,"[-0.01525346  0.04999354 -0.06211805 -0.05003701 -0.00902253 -0.11594153
 -0.148596    0.03191326 -0.04495071  0.12692489 -0.10337142 -0.04717868
 -0.0656676   0.04707     0.03896453 -0.18519344  0.01756469 -0.04217063
  0.14761787 -0.0853281  -0.02277097  0.0227601  -0.02575319 -0.14444219
 -0.0955746  -0.08072217 -0.0059538   0.22825309 -0.01905015  0.03808855
  0.10862291 -0.00136508 -0.10807298  0.02206454 -0.13628455  0.03568234
  0.18452614 -0.11678925 -0.07742477  0.09215113  0.13104392  0.15978369
  0.03665178  0.07833987  0.15537991 -0.20867736 -0.02109684  0.05903802
  0.08079173 -0.02355782 -0.03764731  0.09010574  0.20325415  0.05763385
 -0.09217938  0.01397515  0.168776    0.04289445  0.20167392  0.10248675
 -0.06319183 -0.01113747  0.1548778  -0.00815894  0.0517607  -0.00663153
  0.08117429  0.13346752  0.05925103  0.00051241 -0.03048736  0.04915017
  0.00683455  0.03132856  0.0533105  -0.24640292  0.13368923  0.11911938
  0.01423642 -0.1407731   0.01138788  0.03199586 -0.14892857  0.03333917
  0.21625899 -0.00820198  0.00740709  0.12327102  0.00280333 -0.03590623
 -0.05020438 -0.03048084  0.06033133 -0.09500945 -0.09331837  0.10617757
 -0.19705061 -0.01651765 -0.18415227  0.05076952]"
448,neutral_oak,"[ 0.03731759  0.06731026  0.17354219 -0.01288367 -0.02961225 -0.01819914
 -0.14165952  0.12684492 -0.00501356 -0.2387565   0.03030525  0.14856525
  0.06533062  0.0087303  -0.06299479  0.01831714 -0.03585648  0.07967758
 -0.04865995 -0.03018167  0.03119209  0.05815351 -0.09302138 -0.07467637
  0.04445593  0.15233554  0.06240356  0.15458414 -0.38962851  0.06548327
 -0.01737869  0.10633611  0.09080428  0.12706057 -0.07549052 -0.13811458
  0.07300204 -0.00733994 -0.11664625 -0.05175662  0.08232356 -0.07005559
 -0.0707704  -0.03855093  0.0577222  -0.08115564  0.11389365  0.02530162
 -0.02036415  0.00643759 -0.03937235 -0.0548218  -0.04170334  0.05269919
  0.01448822 -0.19702166  0.09667294 -0.13263604 -0.03880293 -0.01434429
 -0.08010161 -0.01514584  0.07441226  0.12981317 -0.0723672  -0.13648386
  0.10476112  0.06929717 -0.18573019 -0.04173968 -0.10932133 -0.16169825
 -0.08502043 -0.05354    -0.08044084  0.05344792 -0.03954923  0.19399526
  0.11291715 -0.10137368  0.04929964 -0.13949331  0.0109268   0.03804936
  0.05453345  0.01755582  0.07063228  0.01922991  0.10537658  0.15231373
 -0.01210659 -0.12508093  0.07148762 -0.06278883  0.06874472 -0.20927509
  0.07172993 -0.1410998  -0.06990052  0.05889739]"
136,new_oak,"[-0.0544781   0.06292201  0.03187276  0.09241247 -0.1784604   0.07595699
 -0.05081054  0.09747117  0.11715305 -0.26631121 -0.02779815  0.06093382
 -0.02053539 -0.01533786  0.00507076 -0.09298893  0.01263705  0.0606603
  0.02108978 -0.04822236  0.06771601 -0.07499819 -0.14750526 -0.15271102
 -0.14078483  0.00220139  0.02263769  0.08444502 -0.1539551  -0.01838779
 -0.02156301  0.00586927  0.00507899  0.01503611 -0.02956693 -0.02641142
 -0.08833904  0.06660427 -0.02066509 -0.12974098 -0.03257862  0.00893155
 -0.11395313  0.082898    0.10236223 -0.10688271  0.25888492  0.0376285
  0.128891   -0.07176885 -0.06916304  0.00435254  0.20377449 -0.0036008
  0.00593868 -0.13092037 -0.11912653 -0.12743222 -0.17891627 -0.02552438
  0.01111973 -0.143523    0.31361007 -0.01002476 -0.02869431 -0.06249849
  0.16211667  0.11843243 -0.03282568  0.08173332  0.01611079 -0.08383033
 -0.01160119  0.06535136 -0.08393033 -0.20230688  0.12370584 -0.09415949
  0.08935078  0.00559663  0.04579301  0.02871107  0.01184589  0.03583737
 -0.0326698   0.07559229  0.11924418 -0.01038357  0.21820943  0.09690942
 -0.05363106  0.02737904  0.12757633  0.04285485  0.00748394 -0.15710797
 -0.03618736  0.11139437  0.10614744  0.11257963]"
247,new_wood,"[ 8.52955540e-02 -2.09704962e-01  1.29748586e-01 -2.75624114e-02
 -1.58987149e-01  2.04650248e-01 -1.09829514e-01 -5.69869705e-02
  7.86040762e-02 -1.72002489e-01 -1.23575708e-01 -7.23699296e-02
 -5.58994413e-02 -2.40284884e-01 -3.37746761e-02 -8.50351596e-02
  2.02451120e-02 -3.13895516e-02 -1.46019949e-01  1.94783710e-02
  7.11839319e-02  2.28446789e-02 -2.44901960e-02 -4.95033688e-02
 -9.63152669e-02  1.55070293e-01 -1.81199442e-02 -1.65024359e-02
 -4.58600364e-02 -4.74114615e-02 -1.49339430e-01 -5.07965877e-02
  3.23457896e-02  1.45501349e-02  1.43717976e-02 -4.93414430e-02
 -8.31708238e-03 -8.22080212e-04 -8.75997155e-02 -3.17484144e-02
  2.68206158e-01 -3.10897699e-02 -7.93568127e-02  1.13967377e-01
  1.95658985e-01  7.96937936e-03  2.43829748e-01  2.28381143e-02
  3.83676820e-03 -4.84114632e-02 -5.89804095e-02 -1.09827326e-01
  1.39768297e-01  2.31685307e-02  2.07190734e-02 -1.21982708e-01
 -1.31142461e-01 -1.26017726e-01 -1.43628260e-01  1.29601977e-01
  2.12092275e-02  1.44798940e-01  1.35184044e-01  1.93958764e-02
 -6.52167442e-02 -8.51292517e-02 -4.47090497e-02  1.33052749e-01
 -7.52933483e-02 -1.81805570e-01  1.09341548e-01 -1.86210391e-03
  7.99454352e-03  1.16737622e-01  8.07638174e-03  1.19232156e-02
 -4.89694511e-02 -3.21882401e-03 -1.10201506e-01  4.90854250e-02
  2.14136042e-01  6.84880848e-02 -1.91871233e-01  5.57900319e-02
 -3.07506008e-02 -6.96303187e-02  1.06921412e-01  1.17208082e-03
  9.48054174e-03 -5.51663984e-02 -6.52014269e-02 -3.89650572e-02
  3.71576142e-02 -1.08822947e-01 -2.93829835e-02 -7.54355805e-06
  2.36696256e-02  1.04063639e-01 -5.75690285e-02  5.60307326e-02]"
139,nut,"[-0.06980717  0.07588528 -0.03633646  0.12415285 -0.03266673  0.11978276
 -0.19180178  0.12133355 -0.04968973 -0.02133843 -0.03617209  0.18250416
 -0.13703445 -0.00668021  0.01166812 -0.09388378  0.16099672  0.06838144
 -0.01073085  0.01573198  0.02751766 -0.00515585  0.08858464  0.08708387
 -0.03151721  0.02339984  0.09107878  0.00106297 -0.1639125  -0.08234931
  0.00540705 -0.04888932 -0.0007055  -0.0136209  -0.08596902 -0.07595675
  0.02897591  0.03699394  0.038216   -0.08493992  0.28290557  0.10026205
 -0.25031388 -0.03591482  0.06534417  0.09012829  0.01016878  0.2514073
  0.06020225  0.11764952  0.1537037  -0.15424683 -0.03260705  0.05873007
 -0.0207785  -0.04837834 -0.08182404  0.05782604  0.0273758   0.04767084
  0.10429983 -0.11358316  0.09736414  0.06981789  0.06044523  0.05255191
 -0.00164098  0.11231822  0.09513443 -0.01358303 -0.05040438  0.03572686
  0.1763796   0.04216445 -0.10777661 -0.1875496   0.02973058  0.04861775
  0.10289912 -0.21416323  0.23830773 -0.07348048  0.0876949  -0.08039474
  0.12848722 -0.03861977  0.01751361  0.07434878 -0.02607156 -0.02076635
 -0.04440488 -0.02827269  0.17616877 -0.07469896 -0.02419203  0.08823089
 -0.06773111 -0.09403029  0.0442012   0.18464454]"
253,nutmeg,"[-1.65169689e-01  1.35158388e-04  1.15593741e-01 -1.36837630e-02
  1.99019680e-02  1.39380062e-01 -1.34062461e-01 -3.15137816e-03
  1.07777899e-02  1.31626087e-02 -6.03938042e-02 -4.78142167e-03
  8.01086987e-02  1.51941973e-02 -3.01085209e-02 -4.42406711e-02
 -9.51364448e-02  1.96253349e-02 -3.66722963e-02  8.04474932e-02
  2.00027225e-01 -1.09159591e-01  1.48462701e-02  1.67211294e-02
 -9.74107871e-02 -4.36072726e-02 -1.74682450e-02 -9.19841828e-02
 -7.35125168e-02 -6.36020409e-03  8.46721134e-02 -6.08504402e-02
  9.98265392e-03 -1.11949491e-01  5.16735280e-02  1.89400862e-03
  3.27128196e-02  1.99924114e-02  1.43687171e-01  9.60644471e-02
  2.42724172e-02 -7.51387305e-02 -7.02954420e-02  2.87904630e-03
  6.68544682e-02 -4.86067012e-02  8.89733307e-02 -1.74234652e-01
  1.20984993e-01 -1.13351805e-02  4.87981938e-02 -3.33815705e-02
 -9.90075403e-02 -4.28000579e-02  1.01667814e-01 -5.80693792e-02
 -1.42137555e-01  8.75945843e-02  8.52289148e-02  2.22947411e-01
 -4.41729122e-03 -3.59151642e-02  8.67313949e-03  1.35137765e-01
 -7.87535206e-02  5.69115858e-02 -8.94063985e-03  3.40355912e-02
  1.70095467e-02 -1.36330911e-01 -1.59622297e-01 -1.36628461e-01
  1.40481881e-01 -1.47522914e-01 -1.36018631e-01 -2.05011924e-02
  7.52742483e-02  2.40776840e-02  2.40980117e-02 -7.04103375e-02
  3.89760990e-01 -5.41246327e-02 -6.63624796e-02 -1.25209613e-01
  1.79758476e-01 -4.47503359e-02  1.70720027e-01  2.31007774e-01
 -5.89797053e-02 -1.17567587e-01 -7.81436905e-02  1.17449746e-02
  1.08817851e-01 -8.40887977e-02 -1.25521893e-01  6.24766539e-02
 -1.06640728e-01  3.88818257e-02 -1.76986253e-01 -8.19882717e-02]"
8,oak,"[ 0.06967768  0.04990054  0.05939862  0.00087436 -0.11143541  0.13859677
 -0.13499222  0.09228754  0.13355142 -0.0742139  -0.12668344  0.0772686
 -0.04449067  0.01602393 -0.05695486  0.02476648  0.03050931  0.04985014
 -0.15457793 -0.05251536 -0.00467226 -0.07004424 -0.14587204 -0.13960991
 -0.20050533  0.04618603  0.01363668 -0.02217202 -0.15729662 -0.04198123
  0.10669553  0.05727051  0.00897521  0.17261593 -0.03758196 -0.02253604
  0.06496835  0.01508767  0.1579381  -0.06085469 -0.16177684  0.07780317
 -0.24959943  0.02180444  0.02341477 -0.15291821  0.1405365   0.04147212
  0.07129667  0.05872658 -0.106889    0.04311453  0.03669559 -0.07243709
  0.01184307 -0.0497646  -0.14553093 -0.12801733 -0.23326697 -0.06354791
  0.05304484 -0.0984733   0.18284408 -0.06796195 -0.04486385 -0.04162994
  0.0205846   0.15650749 -0.15865087 -0.08868299 -0.05884368 -0.09918607
  0.04539639  0.06265696 -0.20342257 -0.02661915  0.10288734 -0.08577085
  0.07576671 -0.04492749  0.11220417 -0.06313044 -0.06823179  0.0331165
 -0.00054893  0.10101379  0.15327969  0.06898019  0.09306139  0.13175424
 -0.04127712 -0.0966863   0.15454739 -0.15316768 -0.11564071 -0.08854044
 -0.09059727  0.10006175 -0.04775614 -0.02757273]"
316,oak-driven,"[-0.04445028  0.14589658 -0.03916921  0.0114146  -0.20699069  0.15733376
  0.10116916  0.12312742 -0.01052724  0.035959   -0.02317152  0.07930328
 -0.17305636  0.06618785 -0.1952353  -0.01542416  0.1033093   0.06245415
 -0.08800241  0.02850956  0.01194707  0.09513365  0.05624672  0.15235806
 -0.1076871  -0.02408018 -0.04860739 -0.04675722 -0.01332046 -0.03446038
  0.1120264  -0.18289228 -0.06445059  0.18569961  0.1702285  -0.0097923
  0.10232134 -0.04411925 -0.05504834 -0.10477455  0.04332632  0.0009151
 -0.17864793  0.21799676  0.0115755   0.00227497  0.03349809 -0.083096
  0.03869704 -0.09089699  0.06093501 -0.02799634 -0.07353208 -0.04383954
  0.06913889  0.01993924 -0.13585279  0.00287944 -0.0918054   0.18630009
  0.10325798 -0.031748    0.1985225  -0.01582576  0.0135473  -0.01750477
 -0.14735413  0.17720064 -0.11959388 -0.13867296 -0.10518    -0.17586625
  0.04389086 -0.18160666 -0.04445028 -0.0216996   0.16290736 -0.12139016
  0.01823945  0.01112899  0.02021997  0.06279545 -0.03964907 -0.00581533
  0.0052708   0.00716639  0.11913454  0.08813585  0.07240042  0.04555114
  0.17336942 -0.05165337  0.03362383 -0.08454585 -0.16095968 -0.03984666
 -0.00811714  0.18257408  0.00028646  0.09816167]"
